0,100,100
2,100,100
4,000,000
6,000,000
8,000,000
10,000,000
12,000,000
14,000,000
16,110,110
18,111,110
20,111,111
22,110,110
24,110,110
26,111,111
28,111,111
30,111,111
32,111,111
34,111,111
36,111,111
38,111,110
40,110,101
42,100,110
44,100,110
46,100,110
48,100,110
50,100,110
52,100,110
54,110,110
56,111,110
58,110,111
60,110,111
62,110,101
64,110,101
66,110,101
68,110,101
70,110,101
72,110,101
74,110,101
76,110,101
78,111,101
80,000,000
82,000,000
84,000,000
86,100,010
88,100,010
90,100,010
92,100,010
94,100,010
96,000,000
98,000,000
100,100,100
102,000,000
104,000,000
106,100,110
108,111,110
110,111,110
112,110,110
114,110,110
116,010,011
118,000,000
120,000,000
122,000,000
124,100,001
126,100,001
128,110,111
130,100,001
132,110,111
134,110,111
136,100,100
138,100,100
140,100,100
142,100,101
144,000,000
146,000,000
148,001,001
150,001,001
152,001,001
154,001,001
156,001,001
158,001,001
160,100,101
162,100,100
164,100,100
166,100,100
168,110,100
170,101,100
172,101,100
174,111,110
176,100,010
178,100,100
180,100,101
182,000,000
184,000,000
186,000,000
188,001,001
190,011,101
192,011,101
194,001,001
196,101,111
198,111,111
200,100,101
202,111,010
204,111,010
206,111,110
208,111,110
210,111,110
212,111,110
214,111,110
216,111,110
218,101,110
220,101,110
222,111,110
224,111,110
226,001,110
228,001,110
230,010,010
232,010,010
234,010,010
236,010,010
238,111,111
240,110,111
242,100,100
244,100,110
246,100,110
248,100,100
250,100,100
252,100,100
254,100,100
256,100,100
258,100,100
260,100,100
262,100,100
264,100,100
266,101,100
268,101,100
270,101,100
272,100,100
274,000,000
276,000,000
278,000,000
280,000,000
282,000,000
284,000,000
286,100,010
288,110,010
290,110,010
292,110,110
294,110,111
296,110,111
298,110,111
300,110,111
302,110,111
304,110,111
306,110,111
308,110,111
310,110,111
312,110,111
314,010,010
316,110,110
318,111,111
320,110,110
322,000,000
324,000,000
326,000,000
328,000,000
330,000,000
332,100,001
334,100,001
336,100,001
338,010,001
340,010,001
342,110,001
344,110,001
346,110,001
348,110,001
350,010,001
352,000,000
354,010,010
356,100,111
358,100,101
360,001,001
362,101,100
364,101,100
366,111,110
368,110,110
370,110,110
372,110,110
374,110,110
376,110,110
378,000,000
380,000,000
382,000,000
384,000,000
386,000,000
388,000,000
390,000,000
392,000,000
394,000,000
396,000,000
398,000,000
400,000,000
402,000,000
404,111,110
406,111,110
408,110,110
410,110,110
412,110,110
414,100,110
416,110,111
418,101,100
420,010,010
422,010,010
424,010,010
426,010,010
428,010,010
430,000,000
432,110,111
434,110,111
436,111,111
438,111,111
440,110,111
442,111,111
444,111,111
446,111,111
448,111,110
450,110,111
452,110,111
454,110,110
456,110,110
458,110,111
460,110,110
462,010,010
464,010,010
466,000,000
468,110,110
470,110,110
472,110,110
474,110,110
476,110,110
478,110,110
480,110,110
482,110,110
484,110,110
486,010,010
488,010,010
490,110,110
492,111,110
494,111,110
496,111,110
498,111,110
500,111,011
502,001,001
504,100,100
506,000,000
508,000,000
510,100,100
512,100,100
