0,100,100
2,100,110
4,011,011
6,000,000
8,000,000
10,000,000
12,000,000
14,000,000
16,110,010
18,110,110
20,111,111
22,110,110
24,110,111
26,111,110
28,111,110
30,111,110
32,111,110
34,111,110
36,111,110
38,010,110
40,111,111
42,100,010
44,110,110
46,100,010
48,100,010
50,100,010
52,100,010
54,100,010
56,110,111
58,110,011
60,110,011
62,010,100
64,110,101
66,110,101
68,110,101
70,110,100
72,110,100
74,110,100
76,110,110
78,010,100
80,000,000
82,000,000
84,000,000
86,100,010
88,110,010
90,110,110
92,110,010
94,000,000
96,000,000
98,000,000
100,100,100
102,000,000
104,000,000
106,110,110
108,111,110
110,111,110
112,110,110
114,111,110
116,001,010
118,000,000
120,000,000
122,000,000
124,100,010
126,000,000
128,001,010
130,100,010
132,100,010
134,101,110
136,100,111
138,100,111
140,100,111
142,100,110
144,010,010
146,010,010
148,010,010
150,010,010
152,010,010
154,010,010
156,010,010
158,010,010
160,010,100
162,100,100
164,100,100
166,100,100
168,101,100
170,110,100
172,110,100
174,110,101
176,101,101
178,100,101
180,100,111
182,000,000
184,000,000
186,000,000
188,010,010
190,011,110
192,011,110
194,010,010
196,110,011
198,110,111
200,110,010
202,111,010
204,111,010
206,111,110
208,111,110
210,111,010
212,110,110
214,110,110
216,111,111
218,101,111
220,101,111
222,111,110
224,111,111
226,000,000
228,010,010
230,010,010
232,010,010
234,010,010
236,111,111
238,111,111
240,111,111
242,111,111
244,100,100
246,100,100
248,100,100
250,101,101
252,100,101
254,100,100
256,000,000
258,100,100
260,100,100
262,110,100
264,100,100
266,101,101
268,001,100
270,100,100
272,100,100
274,000,000
276,000,000
278,000,000
280,000,000
282,000,000
284,000,000
286,000,000
288,110,010
290,100,010
292,100,010
294,110,110
296,110,110
298,110,110
300,110,110
302,110,110
304,110,110
306,110,110
308,110,110
310,110,111
312,110,110
314,010,010
316,110,010
318,110,010
320,110,010
322,000,000
324,000,000
326,000,000
328,000,000
330,000,000
332,100,001
334,100,001
336,110,001
338,110,001
340,010,001
342,010,001
344,010,001
346,010,001
348,010,001
350,010,001
352,000,000
354,110,110
356,110,100
358,000,000
360,000,000
362,100,100
364,100,100
366,111,110
368,110,110
370,110,110
372,110,110
374,110,110
376,110,110
378,000,000
380,000,000
382,000,000
384,000,000
386,000,000
388,000,000
390,000,000
392,000,000
394,000,000
396,000,000
398,000,000
400,000,000
402,000,000
404,111,110
406,111,110
408,110,110
410,111,110
412,111,111
414,100,110
416,110,110
418,110,110
420,010,010
422,010,010
424,010,010
426,010,010
428,010,010
430,000,000
432,110,110
434,110,110
436,110,110
438,110,110
440,100,010
442,100,110
444,101,110
446,101,110
448,101,110
450,101,110
452,101,111
454,101,110
456,111,111
458,110,110
460,110,110
462,010,010
464,010,010
466,010,010
468,110,110
470,110,100
472,110,100
474,110,100
476,110,100
478,110,110
480,110,110
482,110,110
484,110,100
486,010,010
488,010,010
490,010,110
492,101,110
494,111,110
496,111,110
498,111,110
500,111,111
502,010,010
504,000,000
506,000,000
508,100,100
510,100,100
