0,100,110
1,100,100
2,100,100
3,110,100
4,000,000
5,100,001
6,100,111
7,110,111
8,101,111
9,101,111
10,101,111
11,100,100
12,110,110
13,010,110
14,110,110
15,110,110
16,110,010
17,010,010
18,010,010
19,010,010
20,010,010
21,101,110
22,001,100
23,001,100
24,001,100
25,001,110
26,001,100
27,001,100
28,001,100
29,101,110
30,111,110
31,111,110
32,001,010
33,011,111
34,011,011
35,011,011
36,000,000
37,000,000
38,001,111
39,001,011
40,001,011
41,011,110
42,010,100
43,110,110
44,110,110
45,010,010
46,010,010
47,010,010
48,110,010
49,110,010
50,111,111
51,111,111
52,111,111
53,111,111
54,111,111
55,111,111
56,111,111
57,111,111
58,111,111
59,111,111
60,111,111
61,110,110
62,010,110
63,010,110
64,110,110
65,111,110
66,111,110
67,100,100
68,100,110
69,100,110
70,100,110
71,110,110
72,110,110
73,100,010
74,010,010
75,000,000
76,000,000
77,000,000
78,000,000
79,000,000
80,001,001
81,001,101
82,001,100
83,001,100
84,000,000
85,000,000
86,000,000
87,000,000
88,000,000
89,100,100
90,100,100
91,100,100
92,100,100
93,100,100
94,010,010
95,110,110
96,110,110
97,111,110
98,111,110
99,101,110
100,111,110
101,111,111
102,111,111
103,111,111
104,111,111
105,111,111
106,111,101
107,111,101
108,010,110
109,010,010
110,010,010
111,000,000
112,000,000
113,000,000
114,111,111
115,111,111
116,111,111
117,110,111
118,111,111
119,111,101
120,110,111
121,100,010
122,100,010
123,000,000
124,000,000
125,000,000
126,000,000
127,000,000
128,000,000
129,000,000
130,000,000
131,000,000
132,000,000
133,000,000
134,000,000
135,001,100
136,001,101
137,001,100
138,001,100
139,001,100
140,001,100
141,001,100
142,001,100
143,001,110
144,001,110
145,011,110
146,101,111
147,111,111
148,111,111
149,111,111
150,110,110
151,000,000
152,010,100
153,010,100
154,010,100
155,010,100
156,011,110
157,111,110
158,111,110
159,111,110
160,111,111
161,101,110
162,101,110
163,101,110
164,101,110
165,101,100
166,101,100
167,111,100
168,111,110
169,100,100
170,110,100
171,100,100
172,100,100
173,110,100
174,100,100
175,100,100
176,100,100
177,100,100
178,110,111
179,111,111
180,110,110
181,110,110
182,000,000
183,000,000
184,000,000
185,000,000
186,000,000
187,000,000
188,000,000
189,000,000
190,111,111
191,111,101
192,111,101
193,111,101
194,111,101
195,111,111
196,111,101
197,111,101
198,111,101
199,111,101
200,111,101
201,110,010
202,111,011
203,011,011
204,010,100
205,010,100
206,010,100
207,010,100
208,010,100
209,110,110
210,110,110
211,110,110
212,110,110
213,110,110
214,110,110
215,110,110
216,110,110
217,110,110
218,110,010
219,010,010
220,011,011
221,010,010
222,010,010
223,010,010
224,000,000
225,111,111
226,111,111
227,111,111
228,111,111
229,111,111
230,111,111
231,111,111
232,101,111
233,101,100
234,101,100
235,111,110
236,111,111
237,111,111
238,111,111
239,111,111
240,101,111
241,110,110
242,100,100
243,110,110
244,110,100
245,110,100
246,100,101
247,100,101
248,100,100
249,110,101
250,110,100
251,110,100
252,110,100
253,110,110
254,110,110
255,110,110
256,100,110
257,100,100
258,100,101
259,100,101
260,100,100
261,110,100
262,110,100
263,110,101
264,111,101
265,111,111
266,111,111
267,111,111
268,111,111
269,111,111
270,110,111
271,110,111
272,111,111
273,011,101
274,011,101
275,001,110
276,001,110
277,011,011
278,010,010
279,010,010
280,010,010
281,011,111
282,011,111
283,011,111
284,011,011
285,011,011
286,111,011
287,110,010
288,110,110
289,110,111
290,110,011
291,100,011
292,110,011
293,100,001
294,100,001
295,100,001
296,110,001
297,110,001
298,110,001
299,110,101
300,111,111
301,111,101
302,111,101
303,111,111
304,111,110
305,111,111
306,010,100
307,010,100
308,010,100
309,010,100
310,010,100
311,110,110
312,110,110
313,110,110
314,110,110
315,010,010
316,010,010
317,010,010
318,000,000
319,000,000
320,010,100
321,101,101
322,000,000
323,000,000
324,000,000
325,000,000
326,001,001
327,011,101
328,010,110
329,010,110
330,110,110
331,110,110
332,111,111
333,111,111
334,111,111
335,111,111
336,111,111
