0,100,100
1,100,100
2,100,100
3,011,011
4,000,000
5,010,010
6,000,000
7,000,000
8,000,000
9,000,000
10,000,000
11,000,000
12,000,000
13,000,000
14,000,000
15,010,010
16,110,110
17,111,100
18,111,110
19,111,111
20,111,111
21,111,111
22,111,111
23,111,111
24,110,110
25,111,110
26,111,111
27,111,111
28,111,111
29,111,111
30,111,111
31,111,111
32,111,111
33,111,111
34,111,111
35,111,111
36,111,111
37,111,110
38,111,110
39,111,111
40,110,100
41,110,010
42,100,110
43,100,110
44,100,110
45,100,110
46,100,110
47,100,110
48,100,110
49,100,110
50,110,110
51,110,110
52,110,110
53,100,110
54,110,110
55,110,110
56,110,111
57,110,111
58,110,111
59,110,111
60,110,010
61,100,100
62,110,100
63,110,101
64,110,101
65,110,101
66,110,101
67,110,101
68,110,101
69,110,101
70,110,101
71,110,100
72,110,100
73,110,100
74,110,100
75,110,100
76,110,100
77,111,101
78,111,101
79,010,000
80,000,000
81,000,000
82,000,000
83,000,000
84,000,000
85,000,000
86,100,010
87,010,010
88,010,010
89,010,010
90,110,100
91,010,010
92,010,010
93,000,000
94,000,000
95,000,010
96,000,000
97,000,001
98,000,000
99,110,110
100,100,100
101,100,100
102,000,000
103,000,000
104,100,100
105,100,100
106,100,110
107,110,110
108,111,110
109,111,110
110,111,110
111,111,110
112,111,110
113,111,110
114,111,110
115,110,111
116,100,001
117,000,000
118,000,000
119,000,000
120,000,000
121,000,000
122,000,000
123,100,010
124,100,010
125,100,010
126,100,010
127,100,110
128,100,010
129,100,010
130,100,010
131,000,000
132,100,100
133,100,100
134,100,110
135,100,100
136,100,111
137,100,111
138,100,111
139,100,111
140,100,111
141,100,111
142,100,111
143,100,100
144,000,000
145,000,000
146,000,000
147,000,000
148,010,010
149,010,010
150,010,010
151,010,010
152,010,010
153,010,010
154,010,010
155,010,010
156,010,010
157,010,010
158,010,010
159,000,000
160,000,000
161,100,100
162,100,100
163,100,100
164,100,100
165,100,100
166,100,100
167,100,110
168,110,110
169,110,100
170,110,100
171,110,100
172,100,110
173,100,100
174,100,100
175,100,100
176,100,100
177,100,100
178,100,100
179,100,100
180,101,110
181,000,000
181,000,000
182,000,000
183,000,000
184,000,000
185,000,000
186,000,000
187,000,000
188,010,010
189,011,110
190,011,110
191,011,110
192,011,110
193,010,010
194,010,010
195,010,010
196,110,001
197,110,011
198,110,111
199,100,111
200,100,110
201,100,110
202,100,110
203,100,110
204,110,110
205,111,110
206,111,110
207,111,110
208,111,110
209,111,110
210,111,110
211,111,110
212,111,110
213,111,110
214,110,110
215,110,110
216,111,110
217,110,100
218,110,110
219,110,110
220,110,110
221,110,110
222,110,110
223,110,110
224,110,110
225,010,010
226,001,010
227,001,100
228,000,000
229,000,000
230,000,000
231,000,000
233,000,000
234,000,000
235,000,000
236,011,011
237,111,111
238,101,101
239,001,001
240,100,101
241,100,101
242,100,111
243,100,110
244,100,110
245,100,100
246,100,110
247,100,110
248,100,100
249,100,100
250,100,100
251,100,100
252,100,100
253,100,100
254,100,100
255,100,100





						
